Id,Refinement,ElapsedTime,Timestamp,TimestampRealizabilityCheck,Length,Parent,NumChildren,IsYSat,IsRealizable,IsSatisfiable,IsWellSeparated,IsSolution,TimeYSatCheck,TimeRealizabilityCheck,TimeSatisfiabilityCheck,TimeWellSeparationCheck,TimeCounterstrategy,CounterstrategyNumStates,TimeRefine,TimeGenerationMethod,TimeInterpolation,InterpolantComputed,InterpolantIsFalse,NonStateSeparable,NoInterpolant,NumStateComponents,NumNonIoSeparable,Interpolant
ef307a5a-4c64-47c2-8adc-ae1bcb3da8a4,[],0.2362772070000001,0,0,0,N/A,2,True,False,N/A,N/A,False,0.005068116999999983,0.2117409750000001,N/A,N/A,0.017195923000000057,9,9.271500000007649e-05,0.20957315199999993,0.2000591759999999,True,N/A,N/A,N/A,1,0,(case_ready__Sf5 & !clinician_available__Sf5 & low_confidence__Sf5 & urgent__Sf5)
4621924e-8705-45f6-9a77-22c42486cc0d,['G(!(urgent & low_confidence & case_ready & !clinician_available))'],0.281719619,0.23600637400000002,0.26634956899999995,1,ef307a5a-4c64-47c2-8adc-ae1bcb3da8a4,0,True,True,True,False,True,0.023743983000000135,0.004791777999999969,0.007693349999999821,0.00745592900000025,N/A,N/A,N/A,N/A,N/A,False,N/A,N/A,N/A,N/A,N/A,N/A
