Id,Refinement,ElapsedTime,Timestamp,TimestampRealizabilityCheck,Length,Parent,NumChildren,IsYSat,IsRealizable,IsSatisfiable,IsWellSeparated,IsSolution,TimeYSatCheck,TimeRealizabilityCheck,TimeSatisfiabilityCheck,TimeWellSeparationCheck,TimeCounterstrategy,CounterstrategyNumStates,TimeRefine,TimeGenerationMethod,TimeInterpolation,InterpolantComputed,InterpolantIsFalse,NonStateSeparable,NoInterpolant,NumStateComponents,NumNonIoSeparable,Interpolant
975485e7-a594-4b04-8cd7-40cf97e78203,[],0.25485352699999986,0,0,0,N/A,3,True,False,N/A,N/A,False,0.007235500999999811,0.2783847110000002,N/A,N/A,0.022601092000000378,9,0.00010834299999995523,0.21844668,0.2061740460000001,True,N/A,N/A,N/A,2,0,(refund_open__S1 & refund_open__Sf0 & req_send__S1 & req_send__Sf0 & !user_confirm__S1 & !user_confirm__Sf0)
e258260e-efc3-4156-8e7c-784defff5bd5,['G((req_send & refund_open & !user_confirm) -> X(!(refund_open & req_send & !user_confirm)))'],0.29634052499999974,0.2545618799999998,0.27942796999999997,1,975485e7-a594-4b04-8cd7-40cf97e78203,0,True,True,True,False,True,0.017981307999999974,0.005881642000000298,0.008265169000000405,0.008399621000000135,N/A,N/A,N/A,N/A,N/A,False,N/A,N/A,N/A,N/A,N/A,N/A
