Id,Refinement,ElapsedTime,Timestamp,TimestampRealizabilityCheck,Length,Parent,NumChildren,IsYSat,IsRealizable,IsSatisfiable,IsWellSeparated,IsSolution,TimeYSatCheck,TimeRealizabilityCheck,TimeSatisfiabilityCheck,TimeWellSeparationCheck,TimeCounterstrategy,CounterstrategyNumStates,TimeRefine,TimeGenerationMethod,TimeInterpolation,InterpolantComputed,InterpolantIsFalse,NonStateSeparable,NoInterpolant,NumStateComponents,NumNonIoSeparable,Interpolant
df128992-8dbb-4ecf-9563-d1dc4ec0bfac,[],0.25368275900000015,0,0,0,N/A,2,True,False,N/A,N/A,False,0.00697941400000035,0.30194649400000007,N/A,N/A,0.03542146199999996,5,0.00012785699999984246,0.19421083099999992,0.18425700000000012,True,N/A,N/A,N/A,1,0,(low_battery__Sf1 & operator_stop__Sf1)
53820c0d-8800-4889-84d1-92e40bfc3870,['G(!(low_battery & operator_stop))'],0.31217139000000005,0.2533632109999999,0.2908069179999999,1,df128992-8dbb-4ecf-9563-d1dc4ec0bfac,0,True,True,True,False,True,0.02928867600000018,0.006140166999999863,0.008251625000000207,0.012804154999999984,N/A,N/A,N/A,N/A,N/A,False,N/A,N/A,N/A,N/A,N/A,N/A
